Скважина,Дата,Пласт,ГИС,Тип,Перфоратор,N отв,Hнач(md),Hкон(md),Hнач(abs),Hкон(abs),"Hнач(abs,тр)","Hкон(abs,тр)",Плотность,Открыт
4126G,13.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,564,2795.7,2815.9,1848.7,1847.7,1848.5,1847.7,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,9629,2797.5,2948.0,1851.8,1850.7,1851.1,1850.5,64,Да
4127G,16.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,7635,2800.8,3012.9,1833.1,1833.8,1833.1,1833.7,36,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,363,2801.2,2811.3,1795.1,1795.1,1795.1,1795.1,36,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,2805.4,2806.1,,,2023.7,2023.7,0,Да
4056G,28.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5124,2809.3,2993.2,1843.5,1844.9,1843.4,1844.9,28,Да
130R,16.07.1981,PZ,,ПЕРВИЧ.ПЕРФ.,ПНКТ- 79,24,2810.0,2814.0,2770.9,2774.9,2770.5,2774.5,6,Да
130R,22.07.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,240,2810.0,2830.0,2770.9,2790.9,2770.5,2790.5,12,Да
4130G,20.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,364,2811.1,2821.3,1856.6,1856.6,1856.5,1856.5,36,Да
4115G,25.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2273,2813.7,2894.9,1851.9,1849.3,1851.9,1849.3,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1183,2817.2,2859.4,1841.4,1841.2,1841.2,1841.1,28,Да
4136G,24.06.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,13067,2817.7,3284.4,1838.7,1834.7,1838.7,1834.7,28,Да
4502G,11.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2822.3,3695.7,1823.0,1823.4,1823.0,1823.2,0,Да
4517G,01.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9923,2825.6,3180.0,1825.9,1826.0,1825.9,1825.9,28,Да
4559G,30.11.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2827.0,2998.4,1832.8,1833.0,1832.7,1833.0,0,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5804,2827.2,2988.4,1795.0,1794.5,1795.0,1794.5,36,Да
4503G,03.10.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3145,2829.1,2941.5,1836.0,1836.2,1835.9,1836.3,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,284,2829.6,2839.7,1802.2,1802.2,1802.1,1802.0,28,Да
4117G,15.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,14848,2832.0,3362.3,1832.4,1836.2,1832.4,1836.2,28,Да
4126G,13.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,11599,2832.2,3246.5,1847.0,1844.1,1847.0,1844.1,28,Да
4097G,22.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1410,2834.5,2884.8,1840.6,1838.8,1840.4,1838.7,28,Да
4578G3,13.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2835.2,3522.6,1892.1,1881.0,1892.1,1881.0,0,Да
4105G,12.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,10263,2835.4,3202.0,1853.0,1853.6,1853.0,1853.5,28,Да
4540G,15.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2835.5,2936.4,1832.9,1835.7,1833.0,1835.7,0,Да
130R,12.07.1981,PZ,,ПЕРВИЧ.ПЕРФ.,Пкс-80,96,2836.0,2844.0,2796.9,2804.9,2796.5,2804.5,12,Да
4145G,16.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8828,2837.8,3153.1,1829.5,1829.9,1829.5,1829.8,28,Да
4055G2,25.01.2016,НП4,,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1652,2840.7,2900.1,1850.0,1850.5,1854.6,1854.6,28,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3398,2841.4,2962.7,1790.5,1790.8,1790.5,1790.8,28,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4844,2841.7,3015.0,1838.3,1837.2,1838.1,1837.2,28,Да
4064G,03.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,7281,2841.8,3044.0,1850.4,1853.2,1850.4,1853.2,36,Да
4059G,04.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,3645,2842.7,2944.0,1830.8,1831.9,1830.8,1831.9,36,Да
4561G,30.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2844.6,2905.4,1823.3,1824.6,1823.3,1824.6,0,Да
3412G,20.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,30656,2845.8,3940.7,1792.7,1791.3,1792.7,1790.7,28,Да
3403G,24.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6501,2846.1,3078.3,1799.8,1811.5,1799.8,1811.5,28,Да
4116G,05.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5145,2847.1,3030.8,1848.3,1843.4,1848.2,1843.3,28,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,5777,2850.0,2940.0,1855.6,1855.7,1855.6,1855.7,64,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1985,2851.6,2922.5,1802.0,1801.3,1801.9,1801.3,28,Да
4078G,06.05.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8543,2852.9,3158.0,1830.5,1832.8,1830.5,1832.8,28,Да
4572G,08.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2853.6,2884.4,1888.3,1888.3,1888.2,1888.1,0,Да
3404G,22.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3891,2855.8,2994.7,1778.7,1783.7,1778.7,1783.7,28,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,292,2856.5,2866.6,1830.1,1830.3,1830.1,1830.3,29,Да
4531G,05.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9626,2856.8,3200.6,1830.3,1833.6,1830.3,1833.5,28,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8853,2858.4,3174.6,1843.6,1844.1,1843.5,1844.0,28,Да
4576G2,25.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1695,2859.8,2920.4,1888.4,1887.5,1888.4,1887.5,28,Да
4130G,20.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5092,2860.3,3001.8,1856.6,1856.6,1856.6,1856.6,36,Да
3402G,22.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,4475,2860.8,3020.6,1776.1,1778.3,1776.1,1778.3,28,Да
4555G,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,15600,2860.9,3418.0,1846.3,1847.8,1846.3,1847.7,28,Да
4135G,01.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,2861.5,3033.5,1832.6,1832.4,1832.5,1832.4,0,Да
4107G,02.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5946,2866.7,3079.1,1846.9,1845.7,1846.8,1845.5,28,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",7188,2870.7,3127.5,1841.0,1840.8,1841.0,1840.6,28,Да
4503GFB2,26.09.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,,0,2872.0,4150.0,1830.6,1824.7,1836.7,1824.8,0,Да
4065G,12.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3416,2877.2,2999.4,1844.6,1845.1,1844.6,1845.1,28,Да
4001G,15.06.2013,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2520,2878.0,2968.0,1850.2,1852.6,1850.2,1852.6,28,Да
4066G,14.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,9688,2882.5,3228.2,1844.5,1844.9,1844.5,1844.9,28,Да
4559G2,30.12.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6263,2886.2,3109.9,1838.3,1835.8,1838.1,1835.7,28,Да
4133G,16.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,9886,2888.4,3241.5,1850.5,1849.1,1850.5,1849.1,28,Да
4125G,02.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,566,2891.4,2911.6,1851.5,1851.0,1851.5,1850.9,28,Да
4566G,16.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,6720,2893.7,3103.7,1837.3,1835.3,1837.2,1835.3,32,Да
3408G,02.02.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,2264,2897.7,2978.5,1804.3,1805.9,1804.3,1805.9,28,Да
4096G,20.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,10756,2898.6,3282.7,1851.4,1853.5,1851.4,1853.4,28,Да
4137G,21.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,9657,2898.9,3243.9,1827.9,1831.7,1827.9,1831.7,28,Да
3411G,17.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",5970,2899.1,3112.3,1781.4,1779.7,1781.3,1779.5,28,Да
4544G,18.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2901.6,2972.3,1839.8,1840.2,1839.8,1840.2,0,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4385,2902.3,3053.5,1830.5,1828.8,1830.5,1828.8,29,Да
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4805,2912.6,3084.3,1819.4,1818.5,1819.4,1818.4,28,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4230,2914.3,3065.4,1852.0,1851.5,1852.0,1851.5,28,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1960,2914.4,2984.5,1845.5,1845.6,1845.3,1845.6,28,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,2916.9,3008.0,1831.5,1835.8,1831.4,1835.8,0,Да
4087G,05.02.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",4928,2917.2,3093.0,1838.5,1838.0,1838.4,1837.9,28,Да
4506G2,17.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2918.0,3489.7,1825.6,1823.0,1825.6,1823.0,0,Да
4098G,07.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5669,2920.4,3122.9,1836.8,1834.3,1836.8,1834.3,28,Да
4055G2,25.01.2016,НП4,,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2520,2925.1,3015.0,1850.8,1851.5,1854.9,1855.5,28,Да
4541G,27.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4242,2925.3,3076.8,1836.9,1836.5,1836.8,1836.4,28,Да
4115G,25.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,10241,2927.8,3293.6,1848.5,1849.8,1848.5,1849.7,28,Да
4536G,21.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5268,2928.0,3109.7,1833.3,1831.7,1833.3,1831.6,29,Да
4067G,22.12.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4512,2929.1,3090.2,1846.1,1846.1,1846.1,1846.1,28,Да
4557G2,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3266,2932.6,3045.3,1828.3,1829.1,1828.5,1829.1,29,Да
4537G,02.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1423,2933.2,2984.1,1832.0,1833.4,1832.0,1833.4,28,Да
4576G2,25.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7937,2936.9,3220.3,1887.6,1888.5,1887.6,1888.5,28,Да
4503GFB1,24.09.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2940.3,2960.4,1832.6,1831.4,1832.5,1831.4,0,Да
4097G,22.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3813,2941.1,3077.3,1838.3,1838.0,1838.3,1837.9,28,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,855,2941.3,2971.8,1833.7,1833.7,1833.6,1833.7,28,Да
4501G,26.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4547,2941.8,3104.2,1825.3,1825.7,1825.3,1825.6,28,Да
4572G,08.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2943.1,2973.9,1887.3,1886.6,1887.4,1886.4,0,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,567,2946.4,2966.6,1801.7,1802.3,1801.7,1802.3,28,Да
4548G,19.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,8263,2946.5,3241.6,1830.4,1831.0,1830.4,1831.0,28,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,2947.7,2948.5,,,2024.0,2024.0,0,Да
4540G,15.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2948.4,3059.5,1835.8,1835.1,1835.9,1835.1,0,Да
4134G,29.07.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2948.6,3112.3,1838.6,1837.5,1838.4,1837.4,0,Да
4546G,12.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,7668,2949.3,3223.2,1831.7,1833.8,1831.7,1833.7,28,Да
4533G,29.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,16999,2949.6,3556.7,1842.7,1829.7,1842.7,1829.7,28,Да
4058G,21.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5152,2950.8,3134.2,1841.0,1840.5,1841.0,1840.3,28,Да
4125G,02.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1984,2951.5,3022.4,1850.2,1850.4,1850.2,1850.4,28,Да
4576G,20.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2954.9,2985.2,1887.1,1887.2,1887.1,1887.2,0,Да
4575G2,27.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9345,2954.9,3288.7,1878.5,1877.5,1878.5,1877.6,28,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3444,2964.4,3087.3,1849.3,1851.3,1849.3,1851.3,28,Да
4136DG,15.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6806,2968.6,3211.6,1830.8,1830.1,1830.7,1830.1,28,Да
3214G,27.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,13549,2970.1,3454.0,1773.2,1767.3,1773.2,1767.3,28,Да
3401G,07.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1124,2972.6,3012.7,1781.1,1782.2,1781.1,1782.2,28,Да
4529G,12.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2975.7,3401.7,1827.1,1823.7,1827.2,1823.6,0,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,6418,2976.0,3076.0,1855.5,1855.7,1855.4,1855.7,64,Да
4505G2,12.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8522,2976.3,3280.7,1826.4,1825.1,1826.4,1825.0,28,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,572,2977.1,2997.6,1849.1,1848.6,1849.0,1848.4,28,Да
4001G,15.06.2013,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2800,2978.0,3078.0,1852.9,1854.6,1852.9,1854.6,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2272,2978.6,3059.7,1802.6,1804.0,1802.5,1804.0,28,Да
4558G2,18.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2980.0,3020.4,1833.5,1833.1,1833.8,1833.0,0,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1984,2983.8,3054.7,1833.9,1834.8,1833.9,1834.8,28,Да
4143G2,08.12.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2324,2983.9,3066.9,1845.7,1852.9,1845.7,1852.9,28,Да
4520G,22.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2989.3,4127.7,1827.2,1824.3,1827.2,1824.2,0,Да
4561G2,06.06.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2989.9,4050.7,1827.0,1826.0,1827.0,1825.8,0,Да
4551G2,07.08.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,2990.8,3369.4,1853.4,1845.5,1853.4,1845.5,0,Да
4544G,18.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2996.0,3056.6,1840.5,1840.4,1840.5,1840.3,0,Да
4576G,20.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,2996.8,3057.4,1887.1,1885.8,1887.1,1885.3,0,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3116,2997.4,3108.7,1791.0,1791.7,1791.0,1791.7,28,Да
4556G,20.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8783,2997.5,3311.2,1861.2,1856.2,1861.4,1855.7,28,Да
4054G,24.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,4537,3001.3,3163.4,1851.8,1851.3,1851.8,1851.1,28,Да
4567G,10.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",14148,3002.5,3444.6,1844.4,1839.8,1844.2,1839.6,32,Да
4557G,26.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3007.7,3300.5,1827.2,1828.0,1827.2,1827.9,0,Да
4537G,02.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4816,3008.1,3180.0,1833.4,1835.6,1833.3,1835.5,28,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,574,3009.2,3029.7,1848.3,1848.1,1848.3,1848.1,28,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,560,3010.5,3030.5,1845.8,1845.8,1845.8,1845.8,28,Да
4130G,20.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4357,3012.6,3133.7,1856.7,1856.8,1856.7,1856.8,36,Да
4503G,03.10.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3975,3013.8,3155.8,1833.4,1830.1,1833.4,1831.4,28,Да
3408G,02.02.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5096,3014.6,3196.6,1806.6,1803.7,1806.6,1803.6,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,13480,3015.7,3226.3,1851.1,1852.1,1851.1,1852.1,64,Да
7001G,23.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,852,3017.1,3047.5,1846.6,1846.4,1846.5,1846.4,28,Нет
7001G,01.01.2019,НП4,НП4,ЗАЛИВКА,,0,3017.1,3047.5,1846.6,1846.4,1846.5,1846.4,0,Нет
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",4592,3017.6,3181.2,1846.1,1847.1,1846.1,1847.1,28,Да
4056G,28.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5152,3019.8,3204.1,1845.0,1846.3,1845.0,1846.3,28,Да
3404G,22.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",3580,3020.3,3148.2,1784.4,1788.3,1784.4,1788.4,28,Да
4573G,28.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,7157,3021.7,3277.3,1889.3,1888.5,1889.2,1888.5,28,Да
4065G,12.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,860,3023.2,3053.9,1845.1,1845.3,1845.1,1845.3,28,Да
4500G,26.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3026.6,3477.2,1825.1,1826.0,1825.0,1825.9,0,Да
4055G2,25.01.2016,НП4,,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",4732,3026.9,3195.8,1851.6,1853.0,1855.5,1856.1,28,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2230,3032.8,3112.4,1853.0,1853.2,1852.8,1853.2,28,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,363,3036.1,3046.1,1794.5,1794.5,1794.4,1794.4,36,Да
3401G,07.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1965,3038.2,3108.4,1782.0,1782.1,1781.8,1782.1,28,Да
4535G,03.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,7958,3039.2,3323.4,1832.6,1827.9,1832.6,1827.9,28,Да
4127G,16.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,7287,3039.3,3241.8,1833.6,1835.9,1833.5,1835.9,36,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4864,3039.7,3213.4,1837.2,1836.1,1837.1,1836.0,28,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5729,3041.2,3245.8,1847.8,1847.2,1847.7,1847.2,28,Да
4059G,04.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,13121,3043.6,3408.1,1831.1,1832.6,1831.0,1832.6,36,Да
4108G2,15.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8515,3045.8,3350.0,1836.1,1836.0,1836.0,1835.9,28,Да
4530G,01.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4330,3047.8,3202.4,1831.1,1833.9,1831.1,1833.8,28,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,560,3053.5,3073.6,1845.8,1845.9,1845.8,1845.9,28,Да
4108G,31.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3053.7,3447.2,1833.7,1831.3,1833.5,1831.3,0,Да
4572G,08.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3055.9,3308.4,1883.6,1874.3,1883.5,1874.2,0,Да
4135G,01.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3056.9,3097.5,1832.4,1832.5,1832.4,1832.5,0,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,3062.2,3063.0,,,2024.1,2024.1,0,Да
4065G,12.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,280,3065.3,3075.5,1845.4,1845.5,1845.4,1845.5,28,Да
4143G,29.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",0,3067.3,3432.6,1846.5,1838.6,1846.4,1838.6,0,Да
4116G,05.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,11058,3067.6,3462.6,1842.4,1843.3,1842.3,1843.3,28,Да
4557G2,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1176,3069.3,3109.9,1829.2,1829.2,1829.2,1829.1,29,Да
4064G,03.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,1096,3071.1,3101.6,1853.2,1853.2,1853.2,1853.2,36,Да
4544G,18.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3073.4,3265.0,1840.4,1840.4,1840.3,1840.3,0,Да
4024G,02.06.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,7906,3073.7,3356.1,1854.9,1853.2,1854.9,1853.1,28,Да
4550G2,28.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,13684,3075.5,3564.2,1844.4,1845.2,1844.3,1845.1,28,Да
4540G,15.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3076.5,3137.0,1834.9,1834.8,1834.9,1834.7,0,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4974,3077.0,3248.5,1828.9,1829.6,1828.9,1829.6,29,Да
